,link,titulo,citacoes,ano,tipo_arquivo,versao,busca,y
124,https://pdfs.semanticscholar.org/06c9/8cd18bac7c8d2b857339bc561edd34b01594.pdf,Posprocesamiento morfológico adaptativo basado en algoritmos genéticos y orientado a la detección robusta de humanos,['6'],['2006'],[PDF],['3'],algoritmos+geneticos,
125,https://core.ac.uk/download/pdf/71397682.pdf,"… problema de ruteo de vehículos con capacidad limitada"" CVRP"" a través de la heurística de barrido y la implementación del algoritmo genético de Chu-beasley",['9'],['2013'],[PDF],['3'],algoritmos+geneticos,
126,https://www.researchgate.net/profile/Bill_Buckles/publication/267725329_Estrategias_Evolutivas_La_Version_Alemana_del_Algoritmo_Genetico_Parte_I/links/547b6fb50cf2a961e489c3a6.pdf,Estrategias Evolutivas: La Versión Alemana del Algoritmo Genético (Parte I),['5'],['1998'],[PDF],['4'],algoritmos+geneticos,
127,https://minerva.usc.es/xmlui/handle/10347/12138,Diseño de redes neuronales artificiales mediante algoritmos genéticos,['4'],['1995'],[PDF],['4'],algoritmos+geneticos,
128,http://revistatelematica.cujae.edu.cu/index.php/tele/article/view/116,Algoritmos Genéticos aplicados a la optimización de antenas,['5'],['2013'],[PDF],['4'],algoritmos+geneticos,
129,http://delta.cs.cinvestav.mx/~ccoello/EMOO/thesis_pappa.pdf.gz,Seleção de atributos utilizando Algoritmos Genéticos multiobjetivos,['15'],"['85', '2002']",[PDF],['2'],algoritmos+geneticos,
130,http://delta.cs.cinvestav.mx/~ccoello/EMOO/tesis_waldo_msc_final.pdf.gz,Aplicação de algorítmos genéticos multi-objetivo para alinhamento de seqüências biológicas,['15'],['2003'],[PDF],['3'],algoritmos+geneticos,
131,https://revistas.udistrital.edu.co/index.php/Tecnura/article/view/8351,Cinemática inversa de robot serial utilizando algoritmo genético basado en MCDS,['5'],['2015'],[PDF],['11'],algoritmos+geneticos,
132,http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1027-152X2010000100004,Algoritmos genéticos para la calibración del modelo climático de invernadero,['5'],['2010'],[HTML],['7'],algoritmos+geneticos,
133,https://scielo.conicyt.cl/scielo.php?pid=S0718-07642016000100013&script=sci_arttext,… Presupuesto para Mejoramiento de la Calidad del Servicio en Sistemas de Distribución usando Algoritmo Genético No-Dominado II (NSGA-II) y un Algoritmo …,['6'],['2016'],[HTML],['8'],algoritmos+geneticos,
134,http://www.din.uem.br/sbpo/sbpo2004/pdf/arq0232.pdf,Uma solução do problema de horário escolar via algoritmo genético paralelo,['18'],['2005'],[PDF],['3'],algoritmos+geneticos,
135,http://manualdefoneticaacusticaexperimental.com/assets/ciriglianoetal2005.pdf,Um conjunto de 1000 frases foneticamente balanceadas para o Português Brasileiro obtido utilizando a abordagem de algoritmos genéticos,['18'],['2005'],[PDF],['3'],algoritmos+geneticos,
136,https://www.redalyc.org/pdf/849/84920491003.pdf,Algoritmo Genético Modificado aplicado al problema de secuenciamiento de tareas en sistemas de producción lineal-Flow Shop,['6'],['2006'],[PDF],['3'],algoritmos+geneticos,
137,https://www.researchgate.net/profile/Angela_Ribeiro2/publication/266596352_ALGORITMOS_GENETICOS_APLICADOS_A_LA_SEGMENTACION_DE_IMAGENES_CON_ILUMINACION_NO_CONTROLADA/links/5497f98f0cf2519f5a1d268c/ALGORITMOS-GENETICOS-APLICADOS-A-LA-SEGMENTACION-DE-IMAGENES-CON-ILUMINACION-NO-CONTROLADA.pdf,Algoritmos genéticos aplicados a la segmentación de imágenes con iluminación no controlada,['5'],['2008'],[PDF],['6'],algoritmos+geneticos,
138,https://www.redalyc.org/pdf/453/45326951008.pdf,Clasificación automática simbólica por medio de algoritmos genéticos,['4'],['2009'],[PDF],['8'],algoritmos+geneticos,
139,https://www.redalyc.org/pdf/969/96918123003.pdf,Predicción no-lineal de tipos de cambio. Aplicación de un algoritmo genético,['5'],['2004'],[PDF],['6'],algoritmos+geneticos,
140,https://users.dcc.uchile.cl/~nbaloian/DSS-DCC/Tesis%20Algoritmos%20Geneticos.docx,Generación de horarios académicos en INACAP utilizando algoritmos genéticos,['5'],['2014'],[DOC],['2'],algoritmos+geneticos,0
141,http://repositorio.upct.es/handle/10317/784,Optimización de forma y topología con malla fija y algoritmos genéticos,['5'],['2009'],[DOC],['2'],algoritmos+geneticos,
142,http://150.214.190.154/sites/default/files/ficherosPublicaciones/0679_0679.pdf,Algoritmos genéticos multimodales: un estudio sobre la parametrización del método clearing aplicado al problema “Job Shop”,['7'],"['2009', '150', '214', '190', '154']",[PDF],['6'],algoritmos+geneticos,
143,https://www.researchgate.net/profile/Luisa_Reis2/publication/35468168_Analise_de_reabilitacao_de_redes_de_distribuicao_de_agua_para_abastecimento_via_algoritmos_geneticos_multiobjetivo/links/554caa460cf21ed2135bf41b/Analise-de-reabilitacao-de-redes-de-distribuicao-de-agua-para-abastecimento-via-algoritmos-geneticos-multiobjetivo.pdf,Análise de reabilitação de redes de distribuição de água para abastecimento via algoritmos genéticos multiobjetivo,['17'],['2004'],[PDF],['2'],algoritmos+geneticos,
144,https://dialnet.unirioja.es/servlet/tesis?codigo=9224,Operadores de cruce basados en intervalos de confianza en algoritmos genéticos con codificación real,['6'],['2001'],[PDF],['2'],algoritmos+geneticos,
145,http://www.teses.usp.br/teses/disponiveis/18/18138/tde-01032005-154332/en.php,Extração de regras operacionais ótimas de sistemas de distrubuição de água através de algoritmos genéticos multiobjetivo e aprendizado de máquina,['30'],['2004'],[PDF],['2'],algoritmos+geneticos,
146,https://oatd.org/oatd/record?record=oai%5C%3Aurlib.net%5C%3Asid.inpe.br%5C%2Firis%401905%5C%2F2005%5C%2F08.03.21.24.58-0,Algoritmo Genético Híbrido como um método de busca de estados estacionários de sistemas dinâmicos,['18'],['2002'],[PDF],['2'],algoritmos+geneticos,
147,https://scielo.conicyt.cl/scielo.php?pid=S0718-07642010000300012&script=sci_arttext,Identificación y ajuste paramétrico de una máquina trifásica de inducción magnética usando algoritmos genéticos,['5'],['2010'],[HTML],['6'],algoritmos+geneticos,
148,https://dialnet.unirioja.es/servlet/articulo?codigo=2097152,Diseño de redes viales urbanas usando algoritmos genéticos,['4'],['2004'],[HTML],['6'],algoritmos+geneticos,
149,https://www.redalyc.org/pdf/925/92503404.pdf,Búsqueda de la estructura óptima de redes neurales con algoritmos genéticos y simulated annealing. verificación con el benchmark proben1,['6'],['2007'],[PDF],['3'],algoritmos+geneticos,
150,http://clyde.dr.ufu.br/handle/123456789/14632,Uso dos algoritmos genéticos para a otimização de rotas de distribuição,['15'],['2006'],[PDF],['4'],algoritmos+geneticos,
151,https://www.redalyc.org/pdf/643/64325203.pdf,Optimización de la geometría de un eje aplicando algoritmos genéticos,['4'],['2005'],[PDF],['5'],algoritmos+geneticos,
152,http://revistas.unab.edu.co/index.php/rcc/article/view/1047,Aproximando a los sistemas recomendadores desde los algoritmos genéticos,['4'],['2006'],[PDF],['2'],algoritmos+geneticos,
153,https://revistasinvestigacion.unmsm.edu.pe/index.php/idata/article/download/6357/5571/0,Optimización de portafolios accionarios a través de un micro algoritmo genético,['4'],['2014'],[PDF],['2'],algoritmos+geneticos,
154,http://scielo.sld.cu/scielo.php?pid=S2071-00542012000200012&script=sci_arttext&tlng=en,Algoritmo Genético aplicado al problema de programación en procesos tecnológicos de maquinado con ambiente Flow Shop,['5'],['2012'],[HTML],['13'],algoritmos+geneticos,
155,http://silverio.net.br/heitor/disciplinas/ce/arquivos/bibliografia/sbai99.pdf,Algoritmos genéticos em projetos de engenharia: aplicações e perspectivas futuras,['15'],['1999'],[PDF],['13'],algoritmos+geneticos,
156,https://www.researchgate.net/profile/Rafael_Bee/publication/26978551_Alocacao_de_bancos_de_capacitores_em_sistema_de_distribuicao_de_energia_eletrica_utilizando_algoritmos_geneticos/links/5c3cd8af299bf12be3c787a3/Alocacao-de-bancos-de-capacitores-em-sistema-de-distribuicao-de-energia-eletrica-utilizando-algoritmos-geneticos.pdf,Alocação de Bancos de Capacitores em Sistema de Distribuição de Energia Elétrica Utilizando Algoritmos Genéticos,['20'],['2007'],[PDF],['2'],algoritmos+geneticos,
157,http://uniesp.edu.br/sites/_biblioteca/revistas/20180403124444.pdf,Algoritmos genéticos: uma visão explanatória,['11'],['2008'],[PDF],['2'],algoritmos+geneticos,
158,http://www.academia.edu/download/31356760/Teoria_ag.pdf,Algoritmos Genéticos,['2'],['2007'],[PDF],['2'],algoritmos+geneticos,
159,http://ww.revistadyo.com/index.php/dyo/article/view/51,Uso de algoritmos genéticos para resolver el modelo determinista y estocástico para el diseño de una red de recogida de residuos,['5'],['2008'],[PDF],['22'],algoritmos+geneticos,
160,http://redc.revistas.csic.es/index.php/redc/article/view/694,Aplicación de algoritmos genéticos a la identificación de la estructura de enlaces en portales web,['5'],['2011'],[PDF],['9'],algoritmos+geneticos,
161,https://www.lume.ufrgs.br/handle/10183/15033,Otimização paramétrica de estruturas treliçadas por algoritmos genéticos,['12'],['2008'],[PDF],['9'],algoritmos+geneticos,
162,https://www.researchgate.net/profile/Carlos_Velez_S2/publication/262560695_Identificacion_del_modelo_de_un_mini-helicoptero_robot_usando_algoritmos_geneticos/links/0deec537fa6cd04603000000.pdf,Identificación del modelo de un mini helicóptero robot usando algoritmos genéticos,['4'],['2009'],[PDF],['2'],algoritmos+geneticos,
163,https://www.redalyc.org/pdf/896/89612111.pdf,Evolución de chip ADN emulado con algoritmo genético en FPGA para control de navegación de un robot móvil,['5'],['2008'],[PDF],['9'],algoritmos+geneticos,
164,https://www.redalyc.org/pdf/707/70770203.pdf,Implementación del algoritmo PID adaptativo para controlar temperatura a través del computador usando algoritmos genéticos,['3'],['2000'],[PDF],['5'],algoritmos+geneticos,
165,https://www.redalyc.org/pdf/1450/145020399002.pdf,Aplicación de algoritmos genéticos en la optimización del sistema de abastecimiento de agua de Barquisimeto-Cabudare,['6'],['2006'],[PDF],['8'],algoritmos+geneticos,
166,https://www.redalyc.org/pdf/1450/145020399002.pdf,Aplicación de algoritmos genéticos en la optimización del sistema de abastecimiento de agua de Barquisimeto-Cabudare,['15'],['2004'],[CITAÇÃO],['3'],algoritmos+geneticos,0
167,http://www.scielo.br/scielo.php?pid=S0101-74382003000100014&script=sci_arttext&tlng=pt,Otimização de métodos de controle de qualidade de fármacos usando algoritmo genético e busca tabu,['17'],['2003'],[HTML],['6'],algoritmos+geneticos,
168,http://revistaseletronicas.pucrs.br/ojs/index.php/hifen/article/view/3781/0,Algoritmos genéticos aplicados ao problema de roteamento de veículos,['13'],['2006'],[HTML],['6'],algoritmos+geneticos,
169,https://www.lume.ufrgs.br/handle/10183/13948,Otimização via algoritmos genéticos de perfis U formados a frio submetidos à compressão utilizando o método da resistência direta,['17'],['2008'],[HTML],['6'],algoritmos+geneticos,
170,http://www.scielo.br/scielo.php?pid=S0103-17592006000100008&script=sci_arttext&tlng=pt,Aplicação de algoritmos genéticos na determinação da operação ótima de sistemas hidrotérmicos de potência,['15'],['2006'],[HTML],['3'],algoritmos+geneticos,
171,http://oa.upm.es/655,Control de Procesos basado en eventos mediante Bases de Conocimiento Borrosas y Algoritmos Genéticos,['5'],['2001'],[HTML],['3'],algoritmos+geneticos,
172,https://www.researchgate.net/profile/Teresa_Ludermir/publication/220162296_Um_Tutorial_sobre_Algoritmos_Geneticos/links/5527e0100cf2779ab78ad9ec/Um-Tutorial-sobre-Algoritmos-Geneticos.pdf,Um Tutorial sobre Algoritmos Genéticos.,['11'],['2002'],[PDF],['3'],algoritmos+geneticos,
173,https://repositorio.ufsc.br/handle/123456789/158020,Algoritmos genéticos em problemas de programação não linear contínua,['8'],['1996'],[PDF],['3'],algoritmos+geneticos,
174,http://www.adingor.es/congresos/web/articulo/detalle/a/765,Un nuevo algoritmo genético basado en un sistema multiagente para la programación de la producción en un taller de flujo híbrido,['5'],['2007'],[PDF],['4'],algoritmos+geneticos,
175,https://ieeexplore.ieee.org/abstract/document/6868496/,Simulacion numerica de la permeabilidad magnetica aplicada a ferritas utilizando algoritmos geneticos,['3'],"['2014', '2014']",[PDF],['2'],algoritmos+geneticos,
176,http://e-archivo.uc3m.es/handle/10016/9979,Optimización del modelo Bouc-Wen de un amortiguador magnetoreológico mediante algoritmos genéticos,['4'],"['2010', '3']",[PDF],['3'],algoritmos+geneticos,
177,https://publicaciones.ucuenca.edu.ec/ojs/index.php/maskana/article/view/722,Modelo origen destino para estimar el flujo de tráfico usando algoritmos genéticos,['5'],['2014'],[PDF],['5'],algoritmos+geneticos,
178,http://www.swge.inf.br/anais/sbse2012/PDFS/ARTIGOS/96819.PDF,Gerenciamento pelo lado da demanda em redes inteligentes utilizando algoritmos genéticos,['14'],['2012'],[PDF],['5'],algoritmos+geneticos,
179,http://repositorio.unb.br/handle/10482/6696,Estudo da utilização de algoritmos genéticos para seleção de redes de acesso,['12'],['2008'],[PDF],['5'],algoritmos+geneticos,
180,http://www.scielo.br/scielo.php?pid=S1413-41522010000200011&script=sci_arttext,Utilização de um algoritmo genético híbrido para operação ótima de sistemas de abastecimento de água,['15'],['2010'],[HTML],['3'],algoritmos+geneticos,
181,http://lorien.die.upm.es/~lapiz/rtth/JORNADAS/IV/finals/4jth_138.pdf,Selección y pesado de parámetros acústicos mediante algoritmos genéticos para el reconocimiento del locutor,['4'],['2006'],[PDF],['3'],algoritmos+geneticos,
182,http://sedici.unlp.edu.ar/handle/10915/23535,Representaciones Indirectas en Algoritmos Geneticos aplicados a un problema Scheduling,['3'],['1999'],[PDF],['3'],algoritmos+geneticos,
183,https://www.scielo.sa.cr/scielo.php?pid=S0379-39822016000600025&script=sci_arttext,Identificación de parámetros de un modelo térmico para un motor trifásico de inducción usando algoritmos genéticos,['4'],['2016'],[HTML],['7'],algoritmos+geneticos,
184,http://revistatransportes.org.br/anpet/article/view/134,Algoritmo genético para calibração automática de um simulador de tráfego em rodovias de pista simples,['16'],['2004'],[HTML],['3'],algoritmos+geneticos,
185,http://sedici.unlp.edu.ar/handle/10915/21142,Asignación dinámica de aulas utilizando algoritmos genéticos,['3'],['2005'],[HTML],['2'],algoritmos+geneticos,
186,http://journal.sepln.org/sepln/ojs/ojs/index.php/pln/article/viewFile/3152/1643,Ajuste subjetivo de pesos para selección de unidades a través de algoritmos genéticos interactivos.,['4'],['2003'],[PDF],['7'],algoritmos+geneticos,
187,https://periodicos.ufrn.br/publica/article/view/125,Um algoritmo genético com infecção viral para o problema do caixeiro viajante,['13'],['2005'],[PDF],['3'],algoritmos+geneticos,
188,https://repositorio.ufsc.br/handle/123456789/78608,Otimização de horários em Instituições de Ensino Superior através de algoritmos genéticos,['14'],['2000'],[PDF],['4'],algoritmos+geneticos,
189,https://www.lume.ufrgs.br/handle/10183/25941,Análise formal da complexidade de algoritmos genéticos,['10'],['1998'],[PDF],['3'],algoritmos+geneticos,
190,https://www.researchgate.net/profile/Neura_Bragagnolo/publication/266567117_TECNICA_NAO_DESTRUTIVA_DE_ANALISE_DE_TANINO_EM_CAFE_EMPREGANDO_ESPECTROSCOPIA_NO_INFRAVERMELHO_E_ALGORITMO_GENETICO/links/54b64b5b0cf26833efd36ebf/TECNICA-NAO-DESTRUTIVA-DE-ANALISE-DE-TANINO-EM-CAFE-EMPREGANDO-ESPECTROSCOPIA-NO-INFRAVERMELHO-E-ALGORITMO-GENETICO.pdf,Técnica não destrutiva de análise de tanino em café empregando espectroscopia no infravermelho e algoritmo genético,['15'],['2003'],[PDF],['5'],algoritmos+geneticos,
191,http://revistas.utp.edu.co/index.php/revistaciencia/article/view/1635,Búsqueda de la ruta óptima mediante los algoritmos: genético y dijkstra utilizando mapas de visibilidad,['3'],['2012'],[PDF],['4'],algoritmos+geneticos,
192,https://repositorio.unican.es/xmlui/bitstream/handle/10902/3396/Aplicaci%F3n%20de%20algoritmos.pdf?sequence=1,Aplicación de algoritmos genéticos y recocido simulado a la reconstrucción del diagrama de radiación de antenas,['4'],['2004'],[PDF],['4'],algoritmos+geneticos,
193,http://www.teses.usp.br/teses/disponiveis/18/18154/tde-17032009-150821/en.php,Algoritmos genéticos aplicados à proteção e estimação de harmônicos em sistemas elétricos de potência,['16'],['2008'],[PDF],['4'],algoritmos+geneticos,
194,https://dialnet.unirioja.es/servlet/articulo?codigo=5473636,Algoritmo genético para reducir el makespan en un flow shop híbrido flexible con máquinas paralelas no relacionadas y tiempos de alistamiento dependientes de la …,['5'],['2015'],[PDF],['9'],algoritmos+geneticos,
195,https://revistasinvestigacion.unmsm.edu.pe/index.php/sistem/article/download/3337/2766/,Diseño de un algoritmo genético para la generación de conocimiento en el diagnóstico del Síndrome Autista,['4'],['2009'],[PDF],['4'],algoritmos+geneticos,
196,http://www.ipardes.pr.gov.br/sites/ipardes/arquivos_restritos/files/documento/2019-09/deborah_carvalho_tese_2005.pdf,Árvore de decisão/algoritmo genético para tratar o problema de pequenos disjuntos em classificação de dados,['17'],['2005'],[PDF],['4'],algoritmos+geneticos,
197,http://www2.dbd.puc-rio.br/pergamum/tesesabertas/0024885_04_pretextual.pdf,Determinação do Valor de Opções Reais por Simulação Monte Carlo com Aproximação por Números Fuzzy e Algoritmos Genéticos,['16'],['2004'],[PDF],['4'],algoritmos+geneticos,
198,https://revistas.udistrital.edu.co/index.php/vinculos/article/view/6478,Problema del school timetabling y algoritmos genéticos: una revisión,['3'],['2013'],[PDF],['5'],algoritmos+geneticos,
199,http://www.teses.usp.br/teses/disponiveis/55/55134/tde-11082004-004358/en.php,Extração de conhecimento de redes neurais artificiais utilizando sistemas de aprendizado simbólico e algoritmos genéticos,['15'],['2003'],[PDF],['5'],algoritmos+geneticos,
200,https://profs.info.uaic.ro/~ciortuz/SLIDES/2017s/ml0.pdf,Machine learning,['1408'],['1997'],[PDF],['5'],machine+learning,
201,https://books.google.com.br/books?hl=pt-BR&lr=&id=tZnSDwAAQBAJ&oi=fnd&pg=PR7&dq=machine+learning&ots=F2ZX9Z4pBd&sig=okVvoF12j2IJXGgL8zgo6pzfQ0Y,Introduction to machine learning,['7339'],['2020'],[LIVRO],['20'],machine+learning,
202,https://books.google.com.br/books?hl=pt-BR&lr=&id=tZnSDwAAQBAJ&oi=fnd&pg=PR7&dq=machine+learning&ots=F2ZX9Z4pBd&sig=okVvoF12j2IJXGgL8zgo6pzfQ0Y,Introduction to machine learning,['6608'],['2012'],[CITAÇÃO],['21'],machine+learning,1
203,https://stacks.stanford.edu/file/druid:jt687kv7146/jt687kv7146.pdf,Machine learning,['3859'],['1994'],[PDF],['6'],machine+learning,
204,https://books.google.com.br/books?hl=pt-BR&lr=&id=y_oYCwAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=-xl_Tkui7O&sig=9IUohLXw8v5iNSB61iMn1XGAVNM,Machine learning: an algorithmic perspective,['1365'],['2015'],[LIVRO],['21'],machine+learning,
205,https://books.google.com.br/books?hl=pt-BR&lr=&id=y_oYCwAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=-xl_Tkui7O&sig=9IUohLXw8v5iNSB61iMn1XGAVNM,Machine learning: an algorithmic perspective,['2104'],['2018'],[CITAÇÃO],['8'],machine+learning,1
206,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/46947/10994_2005_Article_422926.pdf,Genetic algorithms and machine learning,['2622'],['1988'],[PDF],['7'],machine+learning,
207,https://cds.cern.ch/record/998831,Pattern recognition and machine learning,['42447'],['2006'],[LIVRO],['24'],machine+learning,
208,https://link.springer.com/chapter/10.1007/978-3-540-28650-9_4,Gaussian processes in machine learning,['17483'],['2003'],[LIVRO],['36'],machine+learning,
209,https://books.google.com.br/books?hl=pt-BR&lr=&id=b3ujBQAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=sQ9uVPAnF2&sig=rJrqLvxmdwWZF8V74zb2bJmSxMY,C4. 5: programs for machine learning,['37443'],['2014'],[LIVRO],['8'],machine+learning,
210,https://www.aaai.org/ojs/index.php/aimagazine/article/view/1324,Machine-learning research,['1824'],['1997'],[LIVRO],['31'],machine+learning,
211,http://www.jmlr.org/papers/volume12/pedregosa11a/pedregosa11a.pdf,Scikit-learn: Machine learning in Python,['25913'],['2011'],[PDF],['40'],machine+learning,
212,https://ieeexplore.ieee.org/abstract/document/396988/,Weka: A machine learning workbench,['1067'],"['94', '1994']",[PDF],['14'],machine+learning,
213,https://books.google.com.br/books?hl=pt-BR&lr=&id=vLiTXDHr_sYC&oi=fnd&pg=PA3&dq=machine+learning&ots=CYszxxXDlm&sig=LKkwiLLQB_sQICjnioK7ELsBp5U,Supervised machine learning: A review of classification techniques,['3918'],['2007'],[PDF],['28'],machine+learning,
214,https://science.sciencemag.org/content/349/6245/255.short,"Machine learning: Trends, perspectives, and prospects",['1630'],['2015'],[PDF],['27'],machine+learning,
215,http://www.jmlr.org/papers/v10/king09a.html,Dlib-ml: A machine learning toolkit,['1529'],['2009'],[PDF],['10'],machine+learning,
216,https://books.google.com.br/books?hl=pt-BR&lr=&id=pxSM7R1sdeQC&oi=fnd&pg=PR9&dq=machine+learning&ots=SMLKK9UV0r&sig=-Ukpsm8wl1oYC5q6b0vyjzQJULQ,Bioinformatics: the machine learning approach,['1857'],['2001'],[LIVRO],['11'],machine+learning,
217,https://books.google.com.br/books?hl=pt-BR&lr=&id=TNg5qVoqRtUC&oi=fnd&pg=PP11&dq=machine+learning&ots=Q3su-voWPn&sig=yyjFi8TXjO82HrM5topbetxq16w,Elements of machine learning,['798'],['1996'],[LIVRO],['3'],machine+learning,
218,https://dl.acm.org/citation.cfm?id=2361796,Machine learning in action,['592'],['2012'],[LIVRO],['5'],machine+learning,
219,https://link.springer.com/chapter/10.1007/3-540-45014-9_1,Ensemble methods in machine learning,['6124'],['2000'],[LIVRO],['39'],machine+learning,
220,https://www.aaai.org/Papers/Symposia/Fall/1994/FS-94-02/FS94-02-034.pdf,Selection of relevant features in machine learning,['4346'],['1994'],[PDF],['46'],machine+learning,
221,https://www.aaai.org/Papers/Symposia/Fall/1994/FS-94-02/FS94-02-034.pdf,Selection of relevant features in machine learning,['2129'],['2014'],[CITAÇÃO],['6'],machine+learning,
222,http://papers.nips.cc/paper/4522-practical-bayesian-optimization,Practical bayesian optimization of machine learning algorithms,['3240'],['2012'],[CITAÇÃO],['26'],machine+learning,
223,https://dl.acm.org/doi/pdf/10.1145/507338.507355,Data mining: practical machine learning tools and techniques with Java implementations,['38891'],['2002'],[PDF],['33'],machine+learning,
224,https://dl.acm.org/doi/pdf/10.1145/2347736.2347755,A few useful things to know about machine learning,['2117'],['2012'],[PDF],['52'],machine+learning,
225,https://www.usenix.org/conference/osdi16/technical-sessions/presentation/abadi,Tensorflow: A system for large-scale machine learning,['7935'],['2016'],[PDF],['29'],machine+learning,
226,http://www.newton.ac.uk/files/seminar/20070809140015001-150844.pdf,Gaussian processes for machine learning,['703'],['2006'],[LIVRO],['4'],machine+learning,
227,https://books.google.com.br/books?hl=pt-BR&lr=&id=y8ORL3DWt4sC&oi=fnd&pg=PR13&dq=machine+learning&ots=bLAY9xN4FF&sig=FHdXIh724OTTItw_CfBQNm_rvAE,"Learning with kernels: support vector machines, regularization, optimization, and beyond",['13915'],['2002'],[LIVRO],['9'],machine+learning,
228,https://www.lri.fr/~pierres/donn%E9es/save/these/articles/lpr-queue/hall99correlationbased.pdf,Correlation-based feature selection for machine learning,['3462'],['1999'],[PDF],['12'],machine+learning,
229,https://books.google.com.br/books?hl=pt-BR&lr=&id=yxZtddB_Ob0C&oi=fnd&pg=PR5&dq=machine+learning&ots=A0XKMb4NBq&sig=xDpFw0RFdH6UD38lFiu3aOuJYnY,Bayesian reasoning and machine learning,['1436'],['2012'],[LIVRO],['7'],machine+learning,
230,https://ergodicity.net/2013/07/,UCI machine learning repository,['4202'],['2007'],[HTML],['6'],machine+learning,
231,https://dl.acm.org/doi/abs/10.1145/2046684.2046692,Adversarial machine learning,['659'],"['4', '2011']",[HTML],['11'],machine+learning,
232,https://link.springer.com/chapter/10.1007/BFb0026683,Text categorization with support vector machines: Learning with many relevant features,['10287'],['1998'],[HTML],['28'],machine+learning,
233,https://www.nature.com/articles/nature23474,Quantum machine learning,['694'],['2017'],[HTML],['16'],machine+learning,
234,http://papers.nips.cc/paper/3150-map-reduce-for-machine-learning-on-multicore.pdf,Map-reduce for machine learning on multicore,['1613'],['2007'],[PDF],['41'],machine+learning,
235,https://dl.acm.org/citation.cfm?id=1118704,Thumbs up?: sentiment classification using machine learning techniques,['8985'],"['02', '2002']",[PDF],['38'],machine+learning,
236,https://books.google.com.br/books?hl=pt-BR&lr=&id=UgC33U2KMCsC&oi=fnd&pg=PA1&dq=machine+learning&ots=Tgnlji1Et2&sig=C9eKK-rInoq8GhHLE0CfRFa2K6I,Readings in machine learning,['439'],['1990'],[LIVRO],['3'],machine+learning,
237,https://link.springer.com/chapter/10.1007/978-0-387-21579-2_9,The boosting approach to machine learning: An overview,['2062'],['2003'],[LIVRO],['78'],machine+learning,
238,https://link.springer.com/chapter/10.1007/978-3-7908-2604-3_16,Large-scale machine learning with stochastic gradient descent,['3350'],"['2010', '2010']",[LIVRO],['17'],machine+learning,
239,http://papers.nips.cc/paper/1814-incremental-and-decremental-support-vector-machine-learning.pdf,Incremental and decremental support vector machine learning,['1471'],['2001'],[PDF],['22'],machine+learning,
240,https://www.jstor.org/stable/25464664,Kernel methods in machine learning,['1434'],['2008'],[PDF],['24'],machine+learning,
241,https://dl.acm.org/doi/abs/10.1145/505282.505283,Machine learning in automated text categorization,['10061'],['2002'],[PDF],['79'],machine+learning,
242,https://dl.acm.org/doi/abs/10.1145/1128817.1128824,Can machine learning be secure?,['647'],"['2006', '2006']",[PDF],['16'],machine+learning,
243,https://link.springer.com/chapter/10.1007/11744023_34,Machine learning for high-speed corner detection,['4562'],['2006'],[PDF],['27'],machine+learning,
244,https://ieeexplore.ieee.org/abstract/document/5392560/,Some studies in machine learning using the game of checkers,['3230'],['1959'],[PDF],['11'],machine+learning,
245,http://ra.adm.cs.cmu.edu/anon/usr0/ftp/anon/ml/CMU-ML-06-108.pdf,The discipline of machine learning,['504'],['2006'],[LIVRO],['24'],machine+learning,
246,https://books.google.com.br/books?hl=pt-BR&lr=&id=JPQx7s2L1A8C&oi=fnd&pg=PR5&dq=machine+learning&ots=vdkezig5Ia&sig=qlNqAmJriLKtb5tOSThvgN2suLI,Optimization for machine learning,['453'],['2012'],[LIVRO],['27'],machine+learning,
247,https://books.google.com.br/books?hl=pt-BR&lr=&id=GOVOCwAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=NcfDLePQ_F&sig=bMDQDKrtI1xkfUPrTeeKBD59zoA,Python machine learning,['582'],['2015'],[LIVRO],['8'],machine+learning,
248,https://dl.acm.org/citation.cfm?id=1462129,Dataset shift in machine learning,['628'],['2009'],[LIVRO],['2'],machine+learning,
249,http://papers.nips.cc/paper/5872-efficient-and-robust-automated-machine,Efficient and robust automated machine learning,['684'],['2015'],[LIVRO],['11'],machine+learning,
250,https://ieeexplore.ieee.org/abstract/document/7011421/,Dadiannao: A machine-learning supercomputer,['889'],"['2014', '47', '2014']",[LIVRO],['11'],machine+learning,
251,https://dl.acm.org/doi/abs/10.1145/604045.604056,Interactive machine learning,['385'],"['8', '2003']",[LIVRO],['19'],machine+learning,
252,http://www.hutter1.net/mlss08/files/smola.pdf,Introduction to machine learning,['392'],"['2008', '1']",[PDF],['10'],machine+learning,
253,https://dl.acm.org/doi/abs/10.1145/1015330.1015341,Support vector machine learning for interdependent and structured output spaces,['1584'],['2004'],[PDF],['30'],machine+learning,
254,https://arxiv.org/abs/1611.01236,Adversarial machine learning at scale,['817'],"['1611', '01236', '2016']",[PDF],['10'],machine+learning,
